,Facility Number,School Type,School District or Name,Facility Address,Age Group,MMR Vaccination Rate,County
2981,104437503,,West Middlesex Area JSHS,3591 Sharon Rd,7th Grade,93.44,Mercer
2982,104437503,,West Middlesex Area JSHS,3591 Sharon Rd,12th Grade,97.06,Mercer
2983,106612203,,Central El Sch,1276 Otter St,Kindergarten,94.92,Venango
2984,106611303,,Cranberry Area JSHS,1 Education Dr,7th Grade,99.03,Venango
2985,106611303,,Cranberry Area JSHS,1 Education Dr,12th Grade,100.0,Venango
2986,106611303,,Cranberry El Sch,3 Education Dr,Kindergarten,90.67,Venango
2987,106617203,,Early Childhood Lc,330 E Spruce St,Kindergarten,97.46,Venango
2988,106612203,,Franklin Area JSHS,246 Pone Lane,7th Grade,100.0,Venango
2989,106612203,,Franklin Area JSHS,246 Pone Lane,12th Grade,99.24,Venango
2990,106616203,,Hasson Heights Sch,833 Grandview Rd,Kindergarten,97.44,Venango
2991,106616203,,Oil City Area MS,8 Lynch Blvd,7th Grade,98.59,Venango
2992,106616203,,Oil City SHS,10 Lynch Blvd,12th Grade,99.41,Venango
2993,106618603,,Rocky Grove JSHS,403 Rocky Grove Ave,7th Grade,97.06,Venango
2994,106618603,,Rocky Grove JSHS,403 Rocky Grove Ave,12th Grade,98.73,Venango
2995,106612203,,Sandycreek El Sch,297 Pone Lane,Kindergarten,91.67,Venango
2996,106616203,,Smedley Street Sch,310 Smedley St,Kindergarten,92.16,Venango
2997,106617203,,Titusville MS,415 Water Street,7th Grade,98.57,Venango
2998,106617203,,Titusville SHS,302 E Walnut St,12th Grade,95.42,Venango
2999,106618603,,Valley Grove El Sch,389 Sugarcreek Dr,Kindergarten,96.3,Venango
3000,106612203,,Victory El Sch,1819 Georgetown Rd,Kindergarten,96.15,Venango
3001,105628302,,Beaty-Warren MS,2 East Third Ave,7th Grade,99.47,Warren
3002,105628302,,Eisenhower El Sch,3700 Route 957,Kindergarten,96.23,Warren
3003,105628302,,Eisenhower M/HS,3700 Route 957,7th Grade,97.33,Warren
3004,105628302,,Eisenhower M/HS,3700 Route 957,12th Grade,96.36,Warren
3005,105628302,,Sheffield Area El Sch,6760 Route 6,Kindergarten,100.0,Warren
3006,105628302,,Sheffield M/HS,6760 Route 6,7th Grade,100.0,Warren
3007,105628302,,Sheffield M/HS,6760 Route 6,12th Grade,100.0,Warren
3008,205627004,,St Joseph School,608 Pennsylvania Ave W,Kindergarten,96.3,Warren
3009,105620001,,Tidioute Community CS,241 Main St,7th Grade,100.0,Warren
3010,105620001,,Tidioute Community CS,241 Main St,12th Grade,100.0,Warren
3011,105628302,,Warren Area El Ctr,343 E Fifth Avenue,Kindergarten,99.23,Warren
3012,105628302,,Warren Area HS,345 E 5th Ave,12th Grade,97.74,Warren
3013,105628302,,Youngsville El Sch,232 2nd St,Kindergarten,95.24,Warren
3014,105628302,,Youngsville MS/HS,227 College St,7th Grade,100.0,Warren
3015,105628302,,Youngsville MS/HS,227 College St,12th Grade,98.18,Warren
3016,103021252,,Abraham Lincoln El Sch,1524 Hamilton Rd,Kindergarten,100.0,Allegheny
3017,102027451,,Academy at Westinghouse,1101 N. Murtland Avenue,7th Grade,94.05,Allegheny
3018,102027451,,Academy at Westinghouse,1101 N. Murtland Avenue,12th Grade,98.67,Allegheny
3019,103020603,,Acmetonia El Sch,300 Pearl Street,Kindergarten,95.24,Allegheny
3020,103000000,,Allegheny IU 3,475 East Waterfront Drive,7th Grade,92.59,Allegheny
3021,103000000,,Allegheny IU 3,475 East Waterfront Drive,12th Grade,94.96,Allegheny
3022,203020355,,Aquinas Academy,2308 W Hardies Rd,Kindergarten,86.49,Allegheny
3023,203020355,,Aquinas Academy,2308 W Hardies Rd,7th Grade,94.12,Allegheny
3024,203020355,,Aquinas Academy,2308 W Hardies Rd,12th Grade,97.3,Allegheny
3025,203023295,,Archangel Gabriel School,5720 Steubenville Pike,Kindergarten,90.91,Allegheny
3026,203023295,,Archangel Gabriel School,5720 Steubenville Pike,7th Grade,95.24,Allegheny
3027,103026873,,Avalon El Sch,721 California Ave,Kindergarten,97.44,Allegheny
3028,203028105,,Ave Maria Academy-Bethel Park Campus,134 Fort Couch Rd,Kindergarten,96.23,Allegheny
3029,203028105,,Ave Maria Academy-Bethel Park Campus,134 Fort Couch Rd,7th Grade,100.0,Allegheny
3030,203029033,,Ave Maria Academy-Mt Lebanon Campus,401 Washington Road,Kindergarten,93.33,Allegheny
3031,103020753,,Avonworth HS,304 Josephs Lane,12th Grade,98.68,Allegheny
3032,103020753,,Avonworth MS,304 Josephs Lane,7th Grade,99.27,Allegheny
3033,103020753,,Avonworth Primary Center,1310 Roosevelt Road,Kindergarten,99.31,Allegheny
3034,103029203,,Baker El Sch,2300 Morton Rd,Kindergarten,100.0,Allegheny
3035,103021102,,Baldwin SHS,4653 Clairton Blvd,7th Grade,99.69,Allegheny
3036,103021102,,Baldwin SHS,4653 Clairton Blvd,12th Grade,99.43,Allegheny
3037,103028833,,Barrett El Sch,221 E 12th Ave,Kindergarten,89.47,Allegheny
3038,103026873,,Bellevue El Sch,435 Lincoln Ave,Kindergarten,96.15,Allegheny
3039,103021252,,Benjamin Franklin El Sch,5400 Florida Ave,Kindergarten,98.53,Allegheny
3040,103021252,,Bethel Memorial El Sch,3301 S Park Rd,Kindergarten,97.65,Allegheny
3041,103021252,,Bethel Park HS,309 Church Rd,12th Grade,98.56,Allegheny
3042,202021005,,Bishop Canevin High School,2700 Morange Rd,12th Grade,100.0,Allegheny
3043,203025445,,Blessed Francis Seelos Academy,201 Church Rd,Kindergarten,96.0,Allegheny
3044,203025445,,Blessed Francis Seelos Academy,201 Church Rd,7th Grade,97.37,Allegheny
3045,203027365,,Blessed Trinity Academy,2510 Middle Rd,7th Grade,100.0,Allegheny
3046,103026343,,Bon Meade El Sch,1595 Brodhead Rd,Kindergarten,99.06,Allegheny
3047,103026852,,Bradford Woods El Sch,41 Forest Road,Kindergarten,100.0,Allegheny
3048,103021453,,Brentwood MS,3601 Brownsville Rd,7th Grade,97.96,Allegheny
3049,103021453,,Brentwood SHS,3601 Brownsville Rd,12th Grade,98.88,Allegheny
3050,103028302,,Burchfield Primary Sch,1500 Burchfield Rd,Kindergarten,95.51,Allegheny
3051,202021105,,Campus Lab School of Carlow University,3333 Fifth Avenue,Kindergarten,100.0,Allegheny
3052,202021105,,Campus Lab School of Carlow University,3333 Fifth Avenue,7th Grade,100.0,Allegheny
3053,103021603,,Carlynton JSHS,435 Kings Hwy,7th Grade,96.91,Allegheny
3054,103021603,,Carlynton JSHS,435 Kings Hwy,12th Grade,98.88,Allegheny
3055,103021603,,Carnegie El Sch,301 Franklin Ave,Kindergarten,98.36,Allegheny
3056,203020012,,Carnegie Mellon University Childrens School,Carnegie Mellon University,Kindergarten,95.24,Allegheny
3057,103026852,,Carson MS,200 Hillvue Lane,7th Grade,98.59,Allegheny
3058,102024758,,Catalyst Academy CS,7061 Lemington Avenue,Kindergarten,87.5,Allegheny
3059,202021305,,Central Catholic,4720 5th Ave,12th Grade,100.0,Allegheny
3060,103023153,,Central El Sch,401 Rock Run Road,Kindergarten,98.15,Allegheny
3061,103024603,,Central El Sch,4100 Middle Rd,Kindergarten,94.74,Allegheny
3062,103021752,,Chartiers Valley HS,50 Thoms Run Rd,12th Grade,99.17,Allegheny
3063,103021752,,Chartiers Valley MS,50 Thoms Run Rd,7th Grade,99.17,Allegheny
3064,103021752,,Chartiers Valley Primary Sch,125 Thoms Run Rd,Kindergarten,96.69,Allegheny
3065,102020001,,City CHS,201 Stanwix Street,12th Grade,98.89,Allegheny
3066,103021903,,Clairton El Sch,501 Waddell Ave,Kindergarten,96.92,Allegheny
3067,103021903,,Clairton MS/HS,501 Waddell Ave,7th Grade,96.36,Allegheny
3068,103021903,,Clairton MS/HS,501 Waddell Ave,12th Grade,93.75,Allegheny
3069,103029603,,Clara Barton El Sch,764 Beverly Dr,Kindergarten,95.45,Allegheny
3070,202021405,,Community Day School,6424 Forward Ave,Kindergarten,100.0,Allegheny
3071,202021405,,Community Day School,6424 Forward Ave,7th Grade,100.0,Allegheny
3072,103022103,,Cornell El Sch,1099 Maple Street Ext,Kindergarten,100.0,Allegheny
3073,103022103,,Cornell HS,1099 Maple St,7th Grade,100.0,Allegheny
3074,103022103,,Cornell HS,1099 Maple St,12th Grade,100.0,Allegheny
3075,103021603,,Crafton El Sch,1874 Crafton Blvd,Kindergarten,90.7,Allegheny
3076,103022253,,Curtisville Pri Ctr,1715 Saxonburg Boulevard,Kindergarten,94.53,Allegheny
3077,300024910,,Day School,1405 Shady Ave,12th Grade,88.1,Allegheny
3078,103022253,,Deer Lakes HS,163 East Union Rd,12th Grade,98.73,Allegheny
3079,103022253,,Deer Lakes MS,17 East Union Road,7th Grade,100.0,Allegheny
3080,103029902,,Dickson Prep STEAM Academy,7301 Schoyer Avenue,7th Grade,98.77,Allegheny
3081,103029403,,Donaldson Elem Sch,600 Donaldson Road,Kindergarten,97.73,Allegheny
3082,103025002,,Dormont El Sch,3200 Annapolis Ave,Kindergarten,93.94,Allegheny
3083,103023912,,Dorseyville MS,3732 Saxonburg Blvd,7th Grade,99.08,Allegheny
3084,103024102,,Dr Cleveland Steward Jr El Sch,5000 Gateway Campus Blvd,Kindergarten,93.1,Allegheny
3085,103022503,,Duquesne El Sch,300 Kennedy Avenue,Kindergarten,90.0,Allegheny
3086,103022503,,Duquesne El Sch,300 Kennedy Avenue,7th Grade,93.48,Allegheny
3087,103022803,,East Allegheny JSHS,1150 Jacks Run Rd,7th Grade,97.14,Allegheny
3088,103022803,,East Allegheny JSHS,1150 Jacks Run Rd,12th Grade,98.35,Allegheny
3089,203022345,,Eden Christian Academy,206 Siebert Rd Suite 7,Kindergarten,75.0,Allegheny
3090,203020004,,Eden Christian Academy - Mt Nebo,206 Siebert Road,7th Grade,91.49,Allegheny
3091,203020004,,Eden Christian Academy - Mt Nebo,206 Siebert Road,12th Grade,94.0,Allegheny
3092,203022325,,Eden Christian Academy - Wexford,206 Siebert Road,Kindergarten,87.5,Allegheny
3093,103029902,,Edgewood El STEAM Academy,241 Maple Ave,Kindergarten,88.16,Allegheny
3094,103027753,,Edgeworth El Sch,200 Meadow Ln,Kindergarten,92.73,Allegheny
3095,103029203,,Eisenhower El Sch,100 Warwick Dr,Kindergarten,94.85,Allegheny
3096,103023153,,Elizabeth Forward MS,401 Rock Run Road,7th Grade,98.86,Allegheny
3097,103023153,,Elizabeth Forward SHS,1000 Weigles Hill Road,12th Grade,100.0,Allegheny
3098,202028805,,Ellis School,6425 5th Ave,Kindergarten,96.43,Allegheny
3099,202028805,,Ellis School,6425 5th Ave,7th Grade,96.97,Allegheny
3100,103021453,,Elroy Avenue El Sch,3129 Elroy Ave,Kindergarten,97.73,Allegheny
3101,199025446,,Environmental CS at Frick Park,829 Milton Street,Kindergarten,95.95,Allegheny
3102,199025446,,Environmental CS at Frick Park,829 Milton Street,7th Grade,95.92,Allegheny
3103,199025446,,Environmental CS at Frick Park,829 Milton Street,12th Grade,93.75,Allegheny
3104,103024102,,Evergreen El Sch,3831 Evergreen Dr,Kindergarten,96.49,Allegheny
3105,103023912,,Fairview El Sch,738 Dorseyville Rd,Kindergarten,94.23,Allegheny
3106,202028905,,Falk Laboratory School,4060 Allequippa Street,Kindergarten,100.0,Allegheny
3107,202028905,,Falk Laboratory School,4060 Allequippa Street,7th Grade,97.78,Allegheny
3108,103029203,,Fort Couch MS,515 Fort Couch Rd,7th Grade,98.77,Allegheny
3109,103026402,,Foster El Sch,700 Vermont Ave,Kindergarten,100.0,Allegheny
3110,103026002,,Founders Hall Middle Sch,3600 O'Neil Boulevard,7th Grade,98.88,Allegheny
3111,103023912,,Fox Chapel Area HS,611 Field Club Rd,12th Grade,97.8,Allegheny
3112,103026002,,Francis McClure El Sch,500 Longvue Dr,Kindergarten,88.37,Allegheny
3113,103026852,,Franklin El Sch,2401 Rochester Rd,Kindergarten,99.01,Allegheny
3114,103025002,,Fred L Aiken El Sch,881 Greentree Rd,Kindergarten,96.0,Allegheny
3115,103024102,,Gateway SHS,3000 Gateway Campus Blvd,12th Grade,84.93,Allegheny
3116,103021252,,George Washington El Sch,515 Clifton Rd,Kindergarten,98.36,Allegheny
3117,103029553,,Gill Hall El Sch,829 Gill Hall Rd,Kindergarten,96.9,Allegheny
3118,300024400,,Glen Montessori School,950 Perry Highway,Kindergarten,100.0,Allegheny
3119,103023153,,Greenock El Sch,1101 Greenock Buena Vista Rd,Kindergarten,97.06,Allegheny
3120,202027125,,Guardian Angel Academy,915 Alice St,Kindergarten,96.3,Allegheny
3121,202027125,,Guardian Angel Academy,915 Alice St,7th Grade,100.0,Allegheny
3122,103024603,,Hampton HS,2929 McCully Rd,12th Grade,99.19,Allegheny
3123,103024603,,Hampton MS,4589 School Rd,7th Grade,97.27,Allegheny
3124,103021003,,Hance El Sch,5518 Molnar Drive,Kindergarten,97.98,Allegheny
3125,103023912,,Hartwood El Sch,3730 Saxonburg Blvd,Kindergarten,97.87,Allegheny
3126,207652255,,Harvest Baptist Academy,224 Harvest Lane,Kindergarten,68.97,Allegheny
3127,103026902,,Highcliff El Sch,156 Peony Ave,Kindergarten,96.81,Allegheny
3128,103024753,,Highlands Early Childhood Center,1060 Atlantic Ave,Kindergarten,93.71,Allegheny
3129,103024753,,Highlands MS,1350 Broadview Boulevard,7th Grade,94.07,Allegheny
3130,103024753,,Highlands SHS,1500 Pacific Ave,12th Grade,98.22,Allegheny
3131,203022975,,Hillcrest Christian Academy,2500 Bethel Church Rd,Kindergarten,84.62,Allegheny
3132,202023005,,Hillel Academy of Pittsburgh,5685 Beacon St,Kindergarten,92.59,Allegheny
3133,202023005,,Hillel Academy of Pittsburgh,5685 Beacon St,7th Grade,100.0,Allegheny
3134,202027985,,Holy Cross Academy,307 Siebert Rd,Kindergarten,100.0,Allegheny
3135,202027985,,Holy Cross Academy,307 Siebert Rd,7th Grade,100.0,Allegheny
3136,203026685,,Holy Family Catholic School,418 Unity Center Road,Kindergarten,94.29,Allegheny
3137,103029603,,Homeville El Sch,4315 Eliza St,Kindergarten,93.81,Allegheny
3138,103026402,,Hoover El Sch,37 Robb Hollow Rd,Kindergarten,90.7,Allegheny
3139,103026852,,Hosack El Sch,9275 Peebles Rd,Kindergarten,98.0,Allegheny
3140,103026402,,Howe El Sch,400 Broadmoor Ave,Kindergarten,98.25,Allegheny
3141,103021252,,Independence MS,2807 Bethel Church Rd,7th Grade,95.96,Allegheny
3142,103026852,,Ingomar El Sch,602 W Ingomar Rd,Kindergarten,95.83,Allegheny
3143,103026852,,Ingomar MS,1521 Ingomar Heights Rd,7th Grade,98.21,Allegheny
3144,103026343,,J H Brooks El Sch,1720 Hassam Rd,Kindergarten,98.61,Allegheny
3145,103026343,,J.A. Allard El Sch,170 Shafer Road,Kindergarten,100.0,Allegheny
3146,103026402,,Jefferson El Sch,11 Moffett St,Kindergarten,95.12,Allegheny
3147,103026402,,Jefferson MS,21 Moffett St,7th Grade,99.0,Allegheny
3148,103029803,,Kelly Primary Sch,400 Kelly Ave,Kindergarten,98.28,Allegheny
3149,103023912,,Kerr El Sch,341 Kittanning Pike,Kindergarten,94.59,Allegheny
3150,103025002,,Keystone Oaks HS,1000 Kelton Ave,12th Grade,94.58,Allegheny
3151,103025002,,Keystone Oaks MS,1002 Kelton Ave,7th Grade,99.21,Allegheny
3152,103029865,,Life Male STEAM Academy CS,Penn Center East,7th Grade,94.74,Allegheny
3153,103026402,,Lincoln El Sch,2 Ralston Pl,Kindergarten,96.3,Allegheny
3154,103027352,,Linton MS,250 Aster St,7th Grade,99.07,Allegheny
3155,103022803,,Logan El Sch,1154 Jacks Run Rd,Kindergarten,91.07,Allegheny
3156,102023030,,Manchester Academic CS,1214 Liverpool Street,Kindergarten,100.0,Allegheny
3157,102023030,,Manchester Academic CS,1214 Liverpool Street,7th Grade,100.0,Allegheny
3158,103026402,,Markham El Sch,165 Crescent Dr,Kindergarten,100.0,Allegheny
3159,103026852,,Marshall El Sch,5135 Wexford Run Rd,Kindergarten,98.25,Allegheny
3160,103026852,,Marshall MS,5145 Wexford Run Rd,7th Grade,97.0,Allegheny
3161,103028302,,Marzolf Primary Sch,101 Marzolf Road Ext,Kindergarten,100.0,Allegheny
3162,103021102,,McAnnulty El Sch,5151 McAnnulty Road,Kindergarten,98.42,Allegheny
3163,103029553,,McClellan El Sch,360 School Ln,Kindergarten,99.21,Allegheny
3164,103026343,,McCormick El Sch,2801 Beaver Grade Rd,Kindergarten,97.83,Allegheny
3165,103026902,,McIntyre El Sch,200 McIntyre Rd,Kindergarten,95.6,Allegheny
3166,103029403,,McKee El Sch,1501 Oakdale Rd,Kindergarten,98.81,Allegheny
3167,103026002,,McKeesport Area SHS,1960 Eden Park Blvd,12th Grade,80.81,Allegheny
3168,103026037,,McKeesport Area Tech Ctr,1960 Eden Park Boulevard,12th Grade,80.81,Allegheny
3169,103026852,,McKnight El Sch,500 Cumberland Rd,Kindergarten,96.32,Allegheny
3170,103026402,,Mellon MS,11 Castle Shannon Boulevard,7th Grade,99.08,Allegheny
3171,103026303,,Montour El Sch,221 Clever Rd,Kindergarten,95.38,Allegheny
3172,103026303,,Montour HS,223 Clever Rd,12th Grade,100.0,Allegheny
3173,103026343,,Moon Area Upper MS,8353 University Blvd.,7th Grade,96.82,Allegheny
3174,103026343,,Moon SHS,8353 University Blvd,12th Grade,98.46,Allegheny
3175,103021453,,Moore Sch,3809 Dalewood St,Kindergarten,94.74,Allegheny
3176,103024102,,Moss Side MS,9000 Gateway Campus Blvd,7th Grade,95.51,Allegheny
3177,202026345,,Mother of Mercy Academy,5200 Greenridge Dr,Kindergarten,87.18,Allegheny
3178,202026345,,Mother of Mercy Academy,5200 Greenridge Dr,7th Grade,94.59,Allegheny
3179,103026402,,Mt Lebanon SHS,155 Cochran Rd,12th Grade,99.55,Allegheny
3180,103025002,,Myrtle Ave Sch,3724 Myrtle Ave,Kindergarten,100.0,Allegheny
3181,203027948,,Nazareth Prep,8235 Ohio River Boulevard,12th Grade,95.65,Allegheny
3182,103026852,,North Allegheny HS,10375 Perry Hwy,12th Grade,97.67,Allegheny
3183,103026902,,North Hills MS,55 Rochester Rd,7th Grade,98.39,Allegheny
3184,103026902,,North Hills SHS,53 Rochester Rd,12th Grade,96.01,Allegheny
3185,103026873,,Northgate MSHS,589 Union Ave,7th Grade,98.67,Allegheny
3186,103026873,,Northgate MSHS,589 Union Ave,12th Grade,96.88,Allegheny
3187,202026125,,Northside Catholic Assumption Academy,3854 Brighton Rd,Kindergarten,95.0,Allegheny
3188,103027503,,O'Block El Sch,201 Center New Texas Rd,Kindergarten,99.02,Allegheny
3189,202024495,,Oakland Catholic High School,144 N Craig St,12th Grade,99.04,Allegheny
3190,103023912,,OHara El Sch,115 Cabin Lane,Kindergarten,97.14,Allegheny
3191,103027753,,Osborne El Sch,1414 Beaver St,Kindergarten,100.0,Allegheny
3192,203024605,,Our Lady Sacred Heart HS,1504 Woodcrest Ave,12th Grade,96.88,Allegheny
3193,103028833,,Park El Sch,4100 Main St,Kindergarten,98.44,Allegheny
3194,102023217,,Passport Academy CS,933 Penn Avenue,12th Grade,98.33,Allegheny
3195,103026852,,Peebles El Sch,8625 Peebles Rd,Kindergarten,98.31,Allegheny
3196,103022481,,Penn Hills CS of Entrepreneurship,2501 Main Street,Kindergarten,93.65,Allegheny
3197,103022481,,Penn Hills CS of Entrepreneurship,2501 Main Street,7th Grade,97.92,Allegheny
3198,103027352,,Penn Hills El Sch,1079 Jefferson Rd,Kindergarten,100.0,Allegheny
3199,103027352,,Penn Hills SHS,309 Collins Drive,12th Grade,100.0,Allegheny
3200,115220003,,Pennsylvania Distance Learning CS,2605 Nicolson Road,Kindergarten,75.76,Allegheny
3201,115220003,,Pennsylvania Distance Learning CS,2605 Nicolson Road,7th Grade,85.71,Allegheny
3202,115220003,,Pennsylvania Distance Learning CS,2605 Nicolson Road,12th Grade,87.18,Allegheny
3203,103021003,,Pine-Richland HS,700 Warrendale Rd,12th Grade,97.92,Allegheny
3204,103021003,,Pine-Richland MS,100 Logan Rd,7th Grade,97.39,Allegheny
3205,102027451,,Pittsburgh Allderdice HS,2409 Shady Ave,12th Grade,98.82,Allegheny
3206,102027451,,Pittsburgh Allegheny 6-8,810 Arch Street,7th Grade,83.08,Allegheny
3207,102027451,,Pittsburgh Allegheny K-5,810 Arch Street,Kindergarten,76.24,Allegheny
3208,102027451,,Pittsburgh Arlington K-8,800 Rectenwald Street,Kindergarten,92.86,Allegheny
3209,102027451,,Pittsburgh Arlington K-8,800 Rectenwald Street,7th Grade,100.0,Allegheny
3210,102027451,,Pittsburgh Arsenal 6-8,220 40th Street,7th Grade,98.28,Allegheny
3211,102027451,,Pittsburgh Arsenal K-5,215 39th St,Kindergarten,95.83,Allegheny
3212,102027451,,Pittsburgh Banksville K-5,1001 Carnahan Rd,Kindergarten,80.77,Allegheny
3213,102027451,,Pittsburgh Beechwood K-5,810 Rockland Ave,Kindergarten,93.22,Allegheny
3214,102027451,,Pittsburgh Brashear HS,590 Crane Ave,12th Grade,97.7,Allegheny
3215,102027451,,Pittsburgh Brookline K-8,500 Woodbourne Ave,Kindergarten,91.89,Allegheny
3216,102027451,,Pittsburgh Brookline K-8,500 Woodbourne Ave,7th Grade,100.0,Allegheny
3217,102027451,,Pittsburgh CAPA 6-12,111 9th St,7th Grade,95.16,Allegheny
3218,102027451,,Pittsburgh CAPA 6-12,111 9th St,12th Grade,83.33,Allegheny
3219,102027451,,Pittsburgh Carmalt K-8,1550 Breining St,Kindergarten,98.33,Allegheny
3220,102027451,,Pittsburgh Carmalt K-8,1550 Breining St,7th Grade,100.0,Allegheny
3221,102027451,,Pittsburgh Carrick HS,125 Parkfield St,12th Grade,97.53,Allegheny
3222,102027451,,Pittsburgh Classical 6-8,1463 Chartiers Ave,7th Grade,100.0,Allegheny
3223,102027451,,Pittsburgh Colfax K-8,2332 Beechwood Blvd,Kindergarten,97.3,Allegheny
3224,102027451,,Pittsburgh Colfax K-8,2332 Beechwood Blvd,7th Grade,100.0,Allegheny
3225,102027451,,Pittsburgh Concord K-5,2350 Brownsville Rd,Kindergarten,76.74,Allegheny
3226,102027451,,Pittsburgh Conroy,1398 Page St,12th Grade,96.43,Allegheny
3227,102027451,,Pittsburgh Dilworth K-5,6200 Stanton Ave,Kindergarten,98.67,Allegheny
3228,102027451,,Pittsburgh Faison K-5,7430 Tioga St,Kindergarten,88.46,Allegheny
3229,102027451,,Pittsburgh Fulton K-5,5799 Hampton St,Kindergarten,95.56,Allegheny
3230,102027451,,Pittsburgh Grandview K-5,845 McLain St,Kindergarten,95.56,Allegheny
3231,102027451,,Pittsburgh Greenfield K-8,1 Alger St,Kindergarten,95.12,Allegheny
3232,102027451,,Pittsburgh Greenfield K-8,1 Alger St,7th Grade,97.14,Allegheny
3233,102027451,,Pittsburgh King K-8,50 Montgomery Place,Kindergarten,100.0,Allegheny
3234,102027451,,Pittsburgh King K-8,50 Montgomery Place,7th Grade,100.0,Allegheny
3235,102027451,,Pittsburgh Langley K-8,2940 Sheraden Boulevard,Kindergarten,92.45,Allegheny
3236,102027451,,Pittsburgh Langley K-8,2940 Sheraden Boulevard,7th Grade,100.0,Allegheny
3237,102027451,,Pittsburgh Liberty K-5,601 Filbert St,Kindergarten,95.0,Allegheny
3238,102027451,,Pittsburgh Lincoln K-5,328 Lincoln Avenue,Kindergarten,93.33,Allegheny
3239,102027451,,Pittsburgh Mifflin K-8,1290 Mifflin Road,Kindergarten,90.32,Allegheny
3240,102027451,,Pittsburgh Mifflin K-8,1290 Mifflin Road,7th Grade,92.5,Allegheny
3241,102027451,,Pittsburgh Miller K-5,2055 Bedford Ave,Kindergarten,80.0,Allegheny
3242,102027451,,Pittsburgh Milliones 6-12,3117 Centre Ave,7th Grade,95.45,Allegheny
3243,102027451,,Pittsburgh Milliones 6-12,3117 Centre Ave,12th Grade,97.1,Allegheny
3244,102027451,,Pittsburgh Minadeo K-5,6502 Lilac St,Kindergarten,86.96,Allegheny
3245,102027451,,Pittsburgh Montessori K-5,201 S Graham St,Kindergarten,94.44,Allegheny
3246,102027451,,Pittsburgh Morrow K-8,1611 Davis Ave,Kindergarten,98.44,Allegheny
3247,102027451,,Pittsburgh Morrow K-8,1611 Davis Ave,7th Grade,100.0,Allegheny
3248,102027451,,Pittsburgh Obama 6-12,515 N. Highland Avenue,7th Grade,100.0,Allegheny
3249,102027451,,Pittsburgh Obama 6-12,515 N. Highland Avenue,12th Grade,98.25,Allegheny
3250,102027451,,Pittsburgh Online Academy,341 S. Bellefield Avenue,12th Grade,100.0,Allegheny
3251,102027451,,Pittsburgh Perry HS,3875 Perrysville Ave,12th Grade,97.3,Allegheny
3252,102027451,,Pittsburgh Phillips K-5,1901 Sarah St,Kindergarten,94.87,Allegheny
3253,102027451,,Pittsburgh Roosevelt K -5,17 W Cherryhill Street,Kindergarten,95.24,Allegheny
3254,102027451,,Pittsburgh Schiller 6-8,1018 Peralta St,7th Grade,98.84,Allegheny
3255,102027451,,Pittsburgh Science and Technology Academy 6-12,107 Thackeray St,7th Grade,98.15,Allegheny
3256,102027451,,Pittsburgh Science and Technology Academy 6-12,107 Thackeray St,12th Grade,97.7,Allegheny
3257,102027451,,Pittsburgh South Brook 6-8,779 Dunster St,7th Grade,97.56,Allegheny
3258,102027451,,Pittsburgh South Hills 6-8,595 Crane Avenue,7th Grade,98.41,Allegheny
3259,102027451,,Pittsburgh Spring Hill K-5,1351 Damas St,Kindergarten,100.0,Allegheny
3260,102027451,,Pittsburgh Sterrett 6-8,7100 Reynolds St,7th Grade,96.67,Allegheny
3261,102027451,,Pittsburgh Sunnyside K-8,4801 Stanton Avenue,Kindergarten,93.33,Allegheny
3262,102027451,,Pittsburgh Sunnyside K-8,4801 Stanton Avenue,7th Grade,100.0,Allegheny
3263,102027451,,Pittsburgh Weil K-5,2250 Centre Ave,Kindergarten,96.0,Allegheny
3264,102027451,,Pittsburgh West Liberty K-5,785 Dunster St,Kindergarten,96.43,Allegheny
3265,102027451,,Pittsburgh Westwood K-5,508 Shadyhill Road,Kindergarten,98.21,Allegheny
3266,102027451,,Pittsburgh Whittier K-5,150 Meridan St,Kindergarten,90.48,Allegheny
3267,102027451,,Pittsburgh Woolslair K-5,501 40th St,Kindergarten,82.35,Allegheny
3268,103027503,,Pivik El Sch,151 School Rd,Kindergarten,95.9,Allegheny
3269,103029553,,Pleasant Hills MS,404 Old Clairton Road,7th Grade,98.9,Allegheny
3270,103027503,,Plum MS,440 Presque Isle Dr,7th Grade,97.16,Allegheny
3271,103027503,,Plum SHS,900 Elicker Rd,12th Grade,97.76,Allegheny
3272,103024603,,Poff El Sch,2990 Haberlein Rd,Kindergarten,93.48,Allegheny
3273,160028259,,Propel CS-Braddock Hills,3447 E. Carson Street,7th Grade,100.0,Allegheny
3274,160028259,,Propel CS-Braddock Hills,3447 E. Carson Street,12th Grade,100.0,Allegheny
3275,103020005,,Propel CS-East,3447 East Carson Street,Kindergarten,87.8,Allegheny
3276,103020005,,Propel CS-East,3447 East Carson Street,7th Grade,97.14,Allegheny
3277,103024952,,Propel CS-Hazelwood,5401 Glenwood Avenue,Kindergarten,89.29,Allegheny
3278,103024952,,Propel CS-Hazelwood,5401 Glenwood Avenue,7th Grade,96.97,Allegheny
3279,103020002,,Propel CS-Homestead,3447 East Carson Street,Kindergarten,100.0,Allegheny
3280,103020002,,Propel CS-Homestead,3447 East Carson Street,7th Grade,90.91,Allegheny
3281,103020003,,Propel CS-McKeesport,3447 East Carson Street,Kindergarten,94.29,Allegheny
3282,103020003,,Propel CS-McKeesport,3447 East Carson Street,7th Grade,90.91,Allegheny
